internship_title,company_name,location,start_date,duration,stipend,Skills,gender
Business Building,Energy Alternatives India,Chennai,Immediately,6 Months,"₹ 15,000-20,000 /month","Lean Canvas, Microsoft Office Suite, Market research tools, Financial modeling (Excel), Project management tools",Female
Digital Marketing,AgentInsights,Delhi,Immediately,6 Months,"₹ 12,000-15,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Social Media Marketing,Star Production,Delhi,Immediately,6 Months,"₹ 3,000-7,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",Female
Graphic Design,SRI DAKSHINAMURTHY ACADEMY (OPC) PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
Market Research,High On Trips,Hyderabad,Immediately,6 Months,"₹ 10,000 /month","Survey tools (Qualtrics), SPSS/R, Excel, Tableau, Qualitative/quantitative methods",ANY
Search Engine Optimization (SEO),The Overseas Consultant,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month","SEMrush/Ahrefs, Google Analytics, Search Console, Screaming Frog, Technical/On-page/Off-page SEO",ANY
Graphic Design,Ferri,Gurgaon,Immediately,6 Months,"₹ 10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
Human Resources (HR),Windzard Technologies Private Limited,Chennai,Immediately,6 Months,"₹ 6,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Financial Accounting,Indika AI Private Limited,Delhi,Immediately,6 Months,"₹ 10,000-15,000 /month","Tally, QuickBooks, SAP FICO, Advanced Excel, Financial reporting standards (IFRS, Ind AS)",ANY
Recruitment,DGguru Learning Solutions Private Limited (MentorKart),Sonepat,Immediately,6 Months,"₹ 10,000 /month","ATS, LinkedIn Recruiter, Job boards, Sourcing, Interviewing",ANY
Sales & Marketing,Global Outsourcing Solutions,Delhi,Immediately,6 Months,"₹ 3,000 /month","CRM, Google Analytics, SEO/SEM, Social media, Email marketing",ANY
Business Development (Sales),Unschool,Work From Home,Immediately,6 Months,"₹ 1,000-3,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Digital Marketing,Elysian Corptech Services Private Limited,Patna,Immediately,6 Months,"₹ 6,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Customer Support Engineering (IT),TantraSoft Solutions (I) Private Limited,Indore,Immediately,6 Months,"₹ 10,000-15,000 /month","Zendesk/Jira Service Desk, SQL, Remote desktop tools, Linux/Windows troubleshooting, Networking",ANY
Research (Economics),Yali Mobility Private Limited,Chennai,Immediately,6 Months,"₹ 5,000 /month","Stata, R, Python, EViews, MATLAB, LaTeX, Microsoft Excel, Economic databases (FRED, World Bank)",ANY
Hosting/Hostessing,Kheoni Ventures Private Limited,Delhi,Immediately,6 Months,"₹ 15,000 /month","Reservation systems, POS basics, Customer service, Communication",Female
Legal,Indika AI Private Limited,Delhi,Immediately,6 Months,"₹ 8,000-10,000 /month","Legal research databases (Westlaw), Case management software, MS Word, Contract drafting",ANY
Graphic Design,Rite KnowledgeLabs,Mumbai,Immediately,6 Months,"₹ 10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Content Design And Graphic Design,Stirring Minds,Delhi,Immediately,6 Months,"₹ 3,000-8,000 /month","Figma, Adobe Creative Suite, Canva, UX writing, Information architecture",ANY
Online Business & Portal Development,Energy Alternatives India,Chennai,Immediately,6 Months,"₹ 15,000-20,000 /month","WordPress/Shopify, HTML/CSS/JS, SEO, Digital marketing, Payment gateway integration",Female
Digital Marketing,Terkar Capital,Pune,Immediately,6 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
UX/UI Design,STEMpedia,Ahmedabad,Immediately,6 Months,"₹ 8,000-14,000 /month","Figma, Sketch, Adobe XD, InVision, User research methods, Wireframing, Prototyping",ANY
Brand Marketing,BluEncore,Mumbai,Immediately,6 Months,"₹ 2,500 /month +  Incentives","Google Analytics, Social media analytics, SEO, Brand monitoring tools, Market research",ANY
Sales And Admin Coordination,Vivensa MG Impex Private Limited,Work From Home,Immediately,6 Months,"₹ 6,000 /month","CRM, MS Office (Excel), Order processing, Admin tasks, Communication",ANY
Assistance To Director,Marvel Infocomm Private Limited,Ahmedabad,Immediately,6 Months,"₹ 14,500 /month","MS Office/G Suite, Calendar management, Travel booking, Discretion",ANY
Digital Marketing,Terkar Capital,Pune,Immediately,6 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Fashion Design Management,LetsDressUp,Work From Home,Immediately,6 Months,"₹ 3,000 /month","Adobe Illustrator, PLM software, Excel, Project management tools, Trend forecasting",ANY
Visualization,Studio Image Works,Gurgaon,Immediately,6 Months,"₹ 8,000 /month","Tableau/Power BI, D3.js, Python (Matplotlib, Seaborn), Data storytelling",ANY
Management,Studio Image Works,Gurgaon,Immediately,6 Months,"₹ 8,000 /month","Microsoft Office Suite, Project Management Tools (Asana, Trello), Data Analysis (Excel), Communication tools (Slack)",Female
Business Development (Sales),Expertbells Consulting Private Limited,Agra,Immediately,6 Months,"₹ 5,000-20,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Photography,Social Agni,Delhi,Immediately,6 Months,"₹ 2,500 /month","DSLR/Mirrorless camera, Adobe Lightroom, Photoshop, Lighting equipment, Composition",ANY
Partnership Management,Energy Alternatives India,Chennai,Immediately,6 Months,"₹ 15,000-20,000 /month","CRM, LinkedIn, MS Office, Negotiation skills, Contract management basics",ANY
Human Resources (HR),Studio Image Works,Gurgaon,Immediately,6 Months,"₹ 6,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Human Resources (HR),BM INNOVATIONS PRIVATE LIMITED,Hyderabad,Immediately,6 Months,"₹ 2,000-5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
UI/UX Design,Autowhat,Mumbai,Immediately,6 Months,"₹ 2,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User research methods, Wireframing, Prototyping",ANY
Graphic Design And UI/UX,Joints Health Private Limited,Delhi,Immediately,6 Months,"₹ 6,000 /month +  Incentives","Figma, Sketch, Adobe XD, Photoshop, Illustrator, Wireframing, Prototyping",ANY
3D Animation,Studio Image Works,Gurgaon,Immediately,6 Months,"₹ 8,000 /month","Blender/Maya/3ds Max, ZBrush, Substance Painter, Animation principles, Rigging",ANY
Creative Communications,Energy Alternatives India,Chennai,Immediately,2 Months,"₹ 15,000-20,000 /month","Adobe Creative Suite, Canva, Social media platforms, Copywriting, Storytelling",ANY
Fashion Design - NIFT/ PEARL,Fractal Designs,Faridabad,Immediately,2 Months,"₹ 20,000-40,000 /month","Adobe Illustrator, Photoshop, Pattern making (manual and CAD), Draping, Sewing, Textile knowledge",ANY
Web3 Content Creation,The HR Mindset Corporate Service Private Limited,Mumbai,Immediately,2 Months,"₹ 5,000 /month","Blockchain/crypto knowledge, SEO, Twitter/Discord, Technical writing",Female
Corporate Relations,DataTrained Education Private Limited,Delhi,Immediately,2 Months,"₹ 10,000 /month","CRM, LinkedIn, MS Office, Event management, Networking",ANY
Business Development (Sales),GNOVATIONS TECHNOLOGIES,Delhi,Immediately,2 Months,"₹ 12,000-25,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
E-Commerce Marketing,Eastcommerce Marketplace LLC,Work From Home,Immediately,2 Months,"₹ 8,000 /month","Shopify/WooCommerce, Google Ads, Facebook Ads, SEO, Email marketing, Google Analytics",ANY
iOS App Development,STEMpedia,Ahmedabad,Immediately,2 Months,"₹ 9,000-15,000 /month","Swift, SwiftUI, Xcode, Core Data, Git, REST APIs",ANY
Marketing,Shyam’s Salon & Academy,Mira Bhayandar,Immediately,2 Months,"₹ 10,000-12,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
WordPress Development,UnitedOver LLC,Work From Home,Immediately,2 Months,"₹ 2,000-5,000 /month","WordPress, PHP, MySQL, HTML, CSS, JavaScript, Page builders (Elementor), Git",ANY
Digital Marketing,Shiva Verma,Delhi,Immediately,2 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
UI/UX Design,AZ ALPHA TECH SOLUTIONS PRIVATE LIMITED,Faridabad,Immediately,2 Months,"₹ 5,000-8,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User research methods, Wireframing, Prototyping",ANY
PHP Development,FynTune Solution Private Limited,Navi Mumbai,Immediately,2 Months,"₹ 12,000-18,000 /month","PHP, MySQL, Laravel/Symfony, HTML/CSS/JS, Git, Composer",ANY
"Strategic Communications, Media & Public Relations (PR)",Studio Talk (Division Of Pinstripe Zebras),Mumbai,Immediately,2 Months,"₹ 8,000 /month","Media monitoring tools (Cision, Meltwater), Social media platforms, Press release distribution services, Google Analytics, Microsoft Office Suite",ANY
Social Media Marketing & Digital Marketing,RentMAX - Stress Free Renting,Mumbai,Immediately,2 Months,"₹ 5,000-12,500 /month","Social Media Platforms (Facebook, Instagram, Twitter, LinkedIn), Social Media Management Tools (Hootsuite, Buffer), SEO Tools (SEMrush, Ahrefs), Google Analytics, Google Ads, Facebook Ads Manager, Email Marketing Tools (Mailchimp), Canva",Female
Mobile App Development,Bilateral Solutions Private Limited,Mandi,Immediately,2 Months,"₹ 10,000-15,000 /month","Java/Kotlin (Android), Swift (iOS), React Native/Flutter, Android Studio, Xcode, Firebase, Git",ANY
Fashion Design & Styling,SALVE,Delhi,Immediately,2 Months,"₹ 6,000 /month +  Incentives","Adobe Illustrator/Photoshop, Draping, Pattern making, Styling, Trend research",ANY
"Content Writing (UFC, Boxing)","Zion Media (Dhaka, Bangladesh)",Work From Home,Immediately,2 Months,"₹ 6,500 /month","Combat sports knowledge, SEO, WordPress, Social media, Fact-checking",ANY
Golang Development,WiJungle - by HttpCart,Gurgaon,Immediately,2 Months,"₹ 30,000-35,000 /month","Go (Golang), Gin/Echo framework, SQL/NoSQL, Docker, Kubernetes, Git",ANY
UI Design,Guruji Astro,Jaipur,Immediately,2 Months,"₹ 8,000-10,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User Interface principles, Wireframing, Prototyping",ANY
Product Management,FynTune Solution Private Limited,Turbhe,Immediately,2 Months,"₹ 12,000-18,000 /month","Jira, Confluence, Figma, Product analytics (Mixpanel), SQL, A/B testing, Roadmapping",ANY
Project Management,Patrah Sustainable Lifestyle,Mumbai,Immediately,2 Months,"₹ 6,000 /month +  Incentives","Jira, Asana, Trello, MS Project, Smartsheet, Agile/Scrum methodologies, Risk management",ANY
Business/Sales Development (Agricultural Products),BKA Systems LLC,Chennai,Immediately,2 Months,"₹ 8,000 /month","CRM, Agri-market knowledge, Sales, Distribution channels",ANY
Chemistry Subject Expert,HaZZten,Work From Home,Immediately,2 Months,"₹ 10,000-20,000 /month","ChemDraw, ACD/Labs, Molecular modeling software, Scientific databases (SciFinder)",ANY
Teaching,CODING JUNIORS TECH PRIVATE LIMITED,Ahmedabad,Immediately,2 Months,"₹ 5,000 /month","Subject expertise, Lesson planning, Classroom management, Online teaching platforms",ANY
Business Development (Sales),Intellifi Technologies Private Limited,Delhi,Immediately,2 Months,"₹ 8,000-12,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Interior Design,Kitchenation,Indore,Immediately,2 Months,"₹ 5,000 /month","AutoCAD, SketchUp, Revit, 3ds Max, V-Ray, Photoshop, Lumion",ANY
Subject Matter Expert (Physics And Advanced Physics),Innovalance Learning Systems,Work From Home,Immediately,2 Months,"₹ 12,000 /month","LaTeX, MATLAB, Simulation software, Advanced physics knowledge",ANY
Solar Engineering,Globus Thenken,Pune,Immediately,2 Months,"₹ 12,000-16,000 /month","PVsyst, AutoCAD, Helioscope, SCADA, Solar panel knowledge",ANY
Statistics Subject Expert,HaZZten,Work From Home,Immediately,2 Months,"₹ 10,000-20,000 /month","R/SPSS/Python, Statistical theory, Hypothesis testing, Data analysis",Female
3D Animation,Studio Image Works,Gurgaon,Immediately,2 Months,"₹ 8,000 /month","Blender/Maya/3ds Max, ZBrush, Substance Painter, Animation principles, Rigging",ANY
Human Resources (HR),Smart Shine,Ahmedabad,Immediately,2 Months,"₹ 5,000-10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Digital Project (Associate),Quantazone,Work From Home,Immediately,2 Months,"₹ 5,000 /month","Project management tools (Asana, Jira), MS Office/G Suite, Communication tools",ANY
2D Animation,The Bangalore Studio The Nation's Pride,Bangalore,Immediately,2 Months,"₹ 10,000 /month","Adobe Animate, Toon Boom Harmony, After Effects, Adobe Illustrator/Photoshop, Principles of animation",Female
Industrial Decarbonization Research,Energy Alternatives India,Chennai,Immediately,2 Months,"₹ 15,000-20,000 /month","Research databases, Excel for modeling, Life Cycle Assessment (LCA) software, Technical writing",Female
Climate Finance Research,Energy Alternatives India,Chennai,Immediately,2 Months,"₹ 15,000-20,000 /month","Bloomberg NEF, Excel, Research databases, Financial modeling, Climate policy",ANY
IT Sales,VortexWeb,Work From Home,Immediately,2 Months,"₹ 1,000 /month","CRM, LinkedIn Sales Navigator, Tech product knowledge, Proposal writing, Presentation skills",ANY
Research,Requin Solutions Private Limited,Jaipur,Immediately,2 Months,"₹ 10,000-12,000 /month","Research databases, Statistical software (R/SPSS), Excel, Survey tools, Academic writing",ANY
Accounts,Matrix International,Kolkata,Immediately,2 Months,"₹ 8,000 /month","Tally, QuickBooks, Excel, Bookkeeping, GST",ANY
Product Design - Mechanical Engineering,Greendzine Technologies,Bangalore,Immediately,3 Months,"₹ 18,000 /month","SolidWorks, CATIA, AutoCAD, ANSYS, GD&T, Finite Element Analysis (FEA), Prototyping",ANY
Social Media Content Creation,Hrita Solutions Private Limited,Mumbai,Immediately,3 Months,"₹ 11,000 /month","Canva, Video editing apps, Copywriting, Trend analysis, Scheduling tools",ANY
CAD (Computer Aided Design) Engineering,Bempu Health,Bangalore,Immediately,3 Months,"₹ 15,000 /month","AutoCAD, SolidWorks, CATIA, Fusion 360, GD&T, Finite Element Analysis (FEA)",ANY
Printed Circuit Board Design,Primary Healthtech,Delhi,Immediately,3 Months,"₹ 10,000 /month","Altium/Eagle/KiCad, PSpice, Gerber files, Component libraries",ANY
Embedded Systems,STEMpedia,Ahmedabad,Immediately,3 Months,"₹ 10,000 /month","C, C++, Microcontrollers (ARM, PIC, AVR), RTOS, Communication protocols (I2C, SPI), Debuggers",ANY
Data Entry,Cuberoutes,Noida,Immediately,3 Months,"₹ 5,000 /month","Microsoft Excel, Google Sheets, Typing Skills (WPM), Data Entry Software, Attention to Detail",Female
Supply Chain Management (SCM),Countai Private Limited,Coimbatore,Immediately,3 Months,"₹ 8,000 /month +  Incentives","ERP (SAP SCM), WMS/TMS, Advanced Excel, Supply chain analytics",ANY
Marketing,Metagro Private Limited,Hyderabad,Immediately,3 Months,"₹ 10,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Electronics Engineering,House Technologies,Delhi,Immediately,3 Months,"₹ 10,000 /month","PSpice, MATLAB, VHDL/Verilog, Microcontrollers, PCB design (Altium/Eagle)",ANY
CAD & Product Design,STEMpedia,Ahmedabad,Immediately,3 Months,"₹ 8,000-12,000 /month","SolidWorks, AutoCAD, Fusion 360, Keyshot, Prototyping, GD&T",ANY
Architecture,ABC Architect's Consultants,Mumbai,Immediately,3 Months,"₹ 4,500 /month","AutoCAD, Revit, SketchUp, V-Ray, Lumion, Adobe Creative Suite (Photoshop, InDesign, Illustrator), Rhino",Female
Social Entrepreneurship,NayePankh Foundation,Work From Home,Immediately,3 Months,Unpaid,"Business Model Canvas, Lean startup principles, Grant writing, Social media, Crowdfunding platforms",ANY
PowerShell Development,TechPio Services LLP,Mohali,Immediately,3 Months,"₹ 12,000-15,000 /month","PowerShell, PowerShell ISE, .NET Framework, Active Directory, Windows Server, REST APIs",ANY
Energy Efficiency Research,Energy Alternatives India,Chennai,Immediately,3 Months,"₹ 15,000-20,000 /month","Energy modeling software (eQUEST, EnergyPlus), MATLAB, Python, Microsoft Excel, Research databases, Technical writing",ANY
Business Development (Sales),Ep.Log Media,Mumbai,Immediately,3 Months,"₹ 5,000-10,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Social Media Marketing,Scope For Change,Work From Home,Immediately,3 Months,Unpaid,"Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
AWS Terraform &  Kubernetes DevOps,RedCarpetUp,Work From Home,Immediately,3 Months,"₹ 5,000 /month","AWS, Terraform, Kubernetes, Docker, Jenkins, Git, Linux, YAML",ANY
